id_achat,id_client,date_achat,montant,produit
119,25,2025-01-28,438.29,Laptop
120,25,2025-07-09,833.08,Charger
121,26,2025-10-13,311.08,Tablet
122,26,2025-03-11,329.43,Headphones
123,27,2025-06-16,948.01,Charger
124,27,2025-08-03,895.98,Phone
125,27,2025-10-24,258.1,Charger
126,27,2025-10-09,281.71,Monitor
127,27,2025-03-21,618.28,Phone
128,28,2025-02-23,644.58,Tablet
129,28,2025-05-25,179.49,Mouse
130,28,2025-04-09,844.1,Laptop
131,28,2025-06-20,826.98,Laptop
132,28,2025-02-11,90.41,Monitor
133,28,2026-01-07,654.62,Webcam
134,28,2025-07-06,621.93,Laptop
135,28,2025-06-18,503.06,Charger
136,29,2025-12-12,645.49,Monitor
137,29,2025-06-28,488.12,Webcam
138,29,2025-11-27,304.46,Phone
139,29,2025-11-10,691.73,Tablet
140,30,2025-01-18,421.47,Speaker
141,30,2025-07-11,211.98,Tablet
142,30,2025-12-13,319.46,Mouse
143,30,2025-04-22,736.86,Mouse
144,30,2025-05-16,975.62,Tablet
145,30,2025-08-03,763.06,Charger
146,30,2026-01-03,566.03,Mouse
147,31,2025-09-19,471.81,Monitor
148,31,2025-02-22,455.1,Tablet
149,31,2025-07-17,105.84,Monitor
150,32,2025-11-18,865.52,Webcam
151,32,2025-08-15,255.79,Tablet
152,32,2025-03-05,815.34,Mouse
153,32,2025-07-25,197.94,Tablet
154,32,2025-11-08,503.28,Charger
155,32,2025-03-11,472.15,Monitor
156,33,2025-09-16,32.94,Webcam
157,33,2025-10-17,510.39,Headphones
158,33,2025-10-07,222.99,Mouse
159,33,2025-05-01,58.17,Monitor
160,33,2025-08-31,499.95,Speaker
161,33,2025-04-19,292.89,Laptop
162,33,2025-04-19,848.7,Webcam
163,34,2025-10-12,883.63,Mouse
164,34,2025-05-08,766.22,Mouse
165,36,2025-10-05,60.65,Charger
166,36,2025-07-06,202.71,Charger
167,36,2025-08-22,295.72,Webcam
168,36,2025-07-26,509.21,Charger
169,36,2026-01-14,286.92,Phone
170,36,2025-04-25,137.38,Phone
171,37,2025-12-13,379.47,Mouse
172,37,2025-05-18,562.25,Mouse
173,37,2025-06-04,757.42,Headphones
174,37,2025-03-12,606.44,Webcam
175,37,2025-10-14,505.08,Laptop
176,37,2025-11-25,48.52,Mouse
177,38,2025-10-18,524.14,Tablet
178,38,2025-11-06,610.2,Charger
179,38,2025-09-06,148.38,Mouse
180,38,2025-11-04,170.88,Monitor
181,38,2026-01-11,597.79,Charger
182,38,2025-01-23,830.01,Charger
183,38,2025-09-07,494.95,Monitor
184,39,2025-11-19,817.59,Mouse
185,39,2025-04-15,337.93,Phone
186,39,2025-06-12,980.1,Monitor
187,39,2025-01-22,798.79,Laptop
188,39,2025-07-12,600.94,Monitor
189,39,2025-11-27,967.4,Headphones
190,39,2025-03-27,724.19,Speaker
191,40,2025-12-02,528.99,Webcam
192,40,2026-01-08,156.3,Headphones
193,42,2025-06-15,948.72,Phone
194,42,2026-01-16,198.88,Speaker
195,42,2025-07-02,320.56,Tablet
196,42,2025-04-24,418.83,Headphones
197,42,2025-06-27,416.27,Speaker
198,42,2025-10-17,874.09,Laptop
199,42,2025-09-14,708.72,Charger
200,42,2025-07-25,215.27,Mouse
201,42,2025-05-21,998.14,Speaker
202,43,2026-01-17,383.06,Tablet
203,43,2025-03-27,465.07,Charger
204,43,2025-05-22,348.9,Mouse
205,43,2025-12-03,679.11,Monitor
206,43,2025-10-27,613.98,Headphones
207,43,2025-07-04,957.76,Monitor
208,43,2025-02-22,562.51,Headphones
209,43,2025-11-27,942.07,Monitor
210,44,2025-10-24,707.85,Speaker
211,44,2025-04-24,323.87,Mouse
212,44,2025-10-31,564.88,Monitor
213,44,2025-06-23,294.91,Charger
214,45,2025-01-27,896.8,Webcam
215,45,2025-08-04,820.19,Tablet
216,45,2025-02-21,297.55,Monitor
217,45,2026-01-09,955.76,Phone
218,45,2025-11-17,352.9,Speaker
219,45,2025-03-03,659.41,Speaker
220,46,2025-10-05,210.05,Charger
221,46,2025-03-05,278.42,Charger
222,46,2025-05-25,699.21,Tablet
223,47,2025-07-02,619.52,Headphones
224,48,2025-08-08,60.26,Charger
225,48,2025-12-27,233.41,Headphones
226,48,2026-01-06,61.97,Webcam
227,49,2026-01-08,720.18,Phone
228,49,2025-03-25,684.38,Tablet
229,49,2025-11-14,15.13,Charger
230,49,2025-12-08,978.13,Tablet
231,49,2025-07-23,412.84,Speaker
232,50,2025-03-10,654.03,Monitor
233,50,2025-09-24,327.96,Laptop
234,50,2025-10-28,908.86,Phone
235,50,2025-03-31,655.78,Headphones
236,50,2025-10-17,539.8,Laptop
237,50,2025-07-29,914.1,Tablet
238,50,2025-10-30,423.71,Tablet
239,52,2025-08-12,790.08,Tablet
240,52,2025-07-31,937.24,Monitor
241,52,2025-02-04,877.98,Laptop
242,52,2025-08-01,305.41,Phone
243,52,2025-08-03,929.17,Mouse
244,52,2025-09-28,291.72,Charger
245,53,2026-01-17,498.97,Tablet
246,53,2025-03-20,852.55,Speaker
247,53,2025-03-17,280.11,Phone
248,53,2025-09-24,337.38,Speaker
249,53,2025-09-07,651.8,Tablet
250,53,2025-11-28,23.94,Mouse
251,53,2025-04-10,792.86,Headphones
252,53,2025-12-24,183.74,Webcam
253,54,2025-10-07,520.13,Phone
254,54,2025-08-03,406.82,Phone
255,54,2026-01-02,192.93,Tablet
256,54,2025-06-22,482.68,Headphones
257,54,2025-04-02,16.76,Webcam
258,54,2025-02-04,243.17,Monitor
259,55,2026-01-07,308.93,Laptop
260,55,2025-06-13,268.94,Mouse
261,55,2025-06-09,695.84,Laptop
262,55,2025-07-27,671.11,Speaker
263,55,2025-06-21,313.74,Webcam
264,56,2025-07-11,507.5,Monitor
265,56,2025-05-15,693.39,Monitor
266,56,2025-10-09,373.87,Headphones
267,56,2025-05-07,226.94,Tablet
268,56,2025-02-14,483.4,Speaker
269,56,2025-10-04,750.26,Mouse
270,56,2025-09-19,421.69,Charger
271,56,2025-04-04,913.67,Charger
272,56,2025-10-13,803.98,Headphones
273,56,2025-08-23,764.24,Phone
274,57,2025-02-11,452.28,Mouse
275,57,2025-10-21,87.32,Phone
276,57,2025-03-10,71.14,Charger
277,57,2025-07-13,903.86,Headphones
278,57,2025-03-17,576.97,Tablet
279,57,2026-01-08,172.89,Charger
280,57,2026-01-10,447.42,Headphones
281,57,2026-01-11,719.75,Speaker
282,58,2025-06-10,899.9,Speaker
283,60,2025-03-17,140.62,Webcam
284,60,2025-06-20,462.23,Laptop
285,60,2025-08-22,563.21,Monitor
286,60,2025-04-18,726.05,Webcam
287,60,2025-05-26,261.91,Laptop
288,60,2025-04-10,748.35,Phone
289,60,2025-12-31,54.84,Mouse
290,61,2025-03-10,545.75,Laptop
291,62,2025-06-13,986.28,Speaker
292,64,2025-10-10,414.78,Tablet
293,64,2025-08-20,768.17,Webcam
294,64,2025-09-21,380.72,Webcam
295,64,2025-04-03,454.05,Webcam
296,65,2025-03-11,89.45,Charger
297,65,2025-04-28,141.66,Mouse
298,65,2025-05-17,127.45,Charger
299,65,2025-09-08,399.13,Tablet
300,65,2025-07-27,730.58,Headphones
301,65,2025-07-28,836.47,Laptop
302,66,2025-10-27,468.37,Charger
303,66,2025-08-25,429.89,Webcam
304,66,2025-04-12,825.13,Headphones
305,66,2025-06-27,466.02,Tablet
306,67,2025-11-14,196.6,Phone
307,67,2025-08-04,41.9,Webcam
308,67,2025-08-29,618.77,Laptop
309,67,2025-03-15,248.26,Phone
310,68,2025-12-06,598.0,Speaker
311,69,2025-10-21,675.3,Laptop
312,69,2025-10-08,252.29,Laptop
313,69,2025-12-04,408.24,Headphones
314,69,2025-12-31,544.36,Laptop
315,69,2025-02-01,148.73,Monitor
316,69,2025-11-20,241.82,Mouse
317,69,2025-04-21,581.7,Mouse
318,69,2025-09-04,244.53,Tablet
319,69,2025-06-22,985.84,Charger
320,70,2025-03-20,419.42,Monitor
321,70,2025-10-04,70.35,Tablet
322,70,2025-11-30,629.73,Webcam
323,71,2025-07-15,500.66,Mouse
324,71,2025-05-04,942.17,Webcam
325,71,2025-07-28,787.95,Mouse
326,71,2025-02-19,699.35,Webcam
327,71,2025-10-12,157.73,Webcam
328,71,2026-01-04,192.04,Charger
329,71,2025-11-30,478.78,Headphones
330,71,2025-04-16,307.73,Tablet
331,72,2025-11-25,915.59,Charger
332,72,2025-07-17,418.55,Webcam
333,72,2025-10-01,561.71,Tablet
334,72,2025-06-25,394.53,Monitor
335,72,2025-02-07,211.3,Phone
336,72,2025-02-25,923.0,Mouse
337,72,2025-10-26,101.54,Headphones
338,74,2025-11-22,383.4,Laptop
339,74,2025-10-13,874.88,Headphones
340,74,2025-12-15,806.6,Charger
341,74,2025-09-09,224.85,Headphones
342,75,2025-05-18,310.16,Laptop
343,75,2025-09-19,219.69,Headphones
344,75,2025-04-19,962.46,Phone
345,75,2025-05-28,749.41,Speaker
346,75,2025-01-22,915.3,Headphones
347,76,2025-10-05,915.98,Charger
348,76,2025-07-14,328.4,Monitor
349,76,2025-08-20,386.86,Charger
350,76,2025-04-09,652.23,Monitor
351,76,2025-06-25,268.95,Charger
352,76,2025-04-25,883.98,Speaker
353,77,2026-01-18,804.79,Speaker
354,78,2025-11-16,915.19,Mouse
355,78,2025-07-15,319.79,Laptop
356,78,2025-08-28,566.9,Headphones
357,78,2025-08-13,743.84,Laptop
358,78,2025-08-28,268.17,Webcam
359,79,2025-12-02,160.89,Mouse
360,79,2025-09-19,237.72,Headphones
361,79,2025-02-02,504.31,Mouse
362,79,2025-02-26,264.75,Speaker
363,80,2025-11-20,742.2,Speaker
364,80,2025-09-10,176.55,Mouse
365,80,2025-02-23,177.57,Charger
366,80,2025-02-21,493.43,Charger
367,80,2026-01-06,990.42,Laptop
368,80,2025-04-15,528.7,Phone
369,80,2025-08-18,945.74,Laptop
370,80,2025-10-04,766.7,Webcam
371,80,2025-08-26,146.12,Headphones
372,80,2025-11-12,77.29,Tablet
373,82,2025-10-07,510.68,Mouse
374,82,2025-02-01,69.85,Speaker
375,82,2025-09-11,662.69,Laptop
376,84,2025-06-28,556.13,Laptop
377,84,2025-07-05,26.56,Monitor
378,84,2025-11-30,540.38,Monitor
379,84,2025-01-31,26.97,Webcam
380,84,2025-06-12,808.11,Tablet
381,84,2025-11-08,115.95,Phone
382,84,2025-10-17,529.14,Headphones
383,84,2025-06-25,200.01,Charger
384,85,2025-12-16,817.06,Monitor
385,85,2025-04-07,796.99,Phone
386,85,2025-03-25,379.32,Webcam
387,85,2025-09-05,464.41,Headphones
388,86,2025-05-18,306.97,Phone
389,86,2025-05-04,657.2,Laptop
390,86,2025-06-17,102.57,Webcam
391,87,2025-01-28,557.17,Laptop
392,87,2025-07-04,640.38,Tablet
393,87,2025-12-10,91.86,Webcam
394,87,2025-05-29,648.46,Mouse
395,87,2025-09-24,570.2,Phone
396,87,2025-05-26,895.84,Laptop
397,88,2026-01-06,219.3,Speaker
398,88,2025-04-29,278.38,Phone
399,88,2025-10-31,687.58,Monitor
400,89,2025-05-16,567.87,Laptop
401,89,2025-09-30,187.56,Mouse
402,89,2025-09-07,25.5,Headphones
403,89,2025-10-26,591.17,Webcam
404,89,2025-03-17,929.59,Monitor
405,89,2025-08-10,170.83,Headphones
406,89,2025-11-30,571.03,Webcam
407,89,2025-09-12,680.26,Charger
408,90,2025-10-16,390.01,Tablet
409,90,2025-10-20,792.59,Phone
410,90,2025-10-30,505.78,Mouse
411,90,2025-03-21,63.16,Webcam
412,90,2025-07-19,239.82,Phone
413,91,2025-02-19,609.12,Webcam
414,91,2025-05-26,969.23,Mouse
415,91,2025-08-02,39.33,Monitor
416,91,2025-11-08,785.71,Speaker
417,91,2026-01-06,495.7,Mouse
418,92,2025-05-13,941.73,Webcam
419,92,2025-05-09,193.88,Webcam
420,92,2025-12-18,94.84,Monitor
421,92,2025-02-20,800.07,Phone
422,92,2025-06-15,91.22,Tablet
423,92,2025-09-02,386.2,Tablet
424,92,2025-09-09,742.26,Mouse
425,92,2025-10-21,367.09,Phone
426,94,2025-04-01,450.29,Monitor
427,94,2025-11-27,111.21,Phone
428,94,2025-07-14,195.52,Speaker
429,94,2025-05-21,561.42,Charger
430,95,2025-06-27,112.26,Phone
431,95,2025-05-30,360.38,Phone
432,95,2025-03-17,600.96,Mouse
433,95,2025-03-20,865.08,Laptop
434,95,2025-01-23,298.93,Webcam
435,95,2025-03-28,781.38,Charger
436,96,2025-05-11,576.24,Tablet
437,96,2025-07-22,688.46,Tablet
438,96,2025-09-10,147.45,Monitor
439,97,2025-05-06,498.19,Phone
440,97,2025-08-10,175.54,Monitor
441,97,2025-03-24,426.89,Speaker
442,97,2025-09-01,784.84,Mouse
443,98,2025-02-14,944.78,Speaker
444,98,2025-02-21,597.87,Headphones
445,98,2025-10-05,463.28,Tablet
446,98,2025-12-18,311.61,Webcam
447,99,2025-09-17,843.2,Webcam
448,99,2025-11-25,806.04,Mouse
449,99,2025-03-12,445.82,Webcam
450,99,2025-05-22,817.32,Tablet
451,99,2025-05-27,307.43,Headphones
452,100,2025-03-07,321.04,Webcam
453,100,2025-06-07,969.04,Monitor
454,100,2025-11-23,737.53,Speaker
455,100,2025-10-14,968.09,Headphones
456,100,2025-12-04,332.63,Monitor
457,100,2025-11-06,818.33,Webcam
458,100,2025-08-30,371.37,Headphones
459,101,2026-01-08,997.29,Tablet
460,101,2025-05-16,684.9,Charger
461,101,2025-04-10,36.65,Speaker
462,101,2025-11-16,943.55,Headphones
463,101,2025-04-18,444.07,Monitor
464,101,2025-03-15,832.97,Phone
465,101,2026-01-16,820.78,Webcam
466,101,2025-01-27,676.25,Tablet
467,101,2025-04-10,637.0,Headphones
468,102,2025-09-29,662.08,Webcam
469,102,2025-04-08,791.19,Phone
470,102,2025-12-04,454.58,Speaker
471,102,2025-06-28,586.42,Charger
472,103,2025-11-11,924.26,Webcam
473,103,2025-03-12,548.21,Mouse
474,103,2025-05-06,704.62,Charger
475,103,2026-01-06,597.88,Phone
476,103,2025-11-27,118.28,Headphones
477,103,2025-07-13,661.03,Mouse
478,103,2025-06-27,174.68,Laptop
479,103,2025-08-09,567.59,Webcam
480,104,2026-01-18,966.06,Webcam
481,104,2025-03-29,114.89,Phone
482,104,2025-03-27,266.15,Charger
483,104,2025-07-26,749.38,Charger
484,104,2025-06-13,584.71,Headphones
485,105,2025-08-16,380.38,Speaker
486,105,2025-12-14,774.62,Charger
487,105,2025-06-08,159.24,Laptop
488,105,2025-04-23,487.94,Monitor
489,105,2025-11-05,421.82,Phone
490,105,2025-05-31,124.91,Tablet
491,105,2025-11-07,354.85,Mouse
492,106,2025-06-24,786.43,Charger
493,106,2025-05-31,488.1,Speaker
494,106,2025-12-22,106.65,Speaker
495,106,2025-04-13,325.72,Monitor
496,106,2025-08-03,54.24,Phone
497,106,2025-02-15,32.36,Mouse
498,106,2025-09-28,651.49,Tablet
499,107,2025-05-15,520.83,Charger
500,107,2025-11-16,168.53,Charger
501,107,2025-10-02,432.11,Speaker
502,108,2025-11-05,799.78,Tablet
503,108,2025-08-17,194.52,Webcam
504,108,2025-02-22,401.63,Headphones
505,109,2025-12-19,596.28,Webcam
506,109,2026-01-13,14.41,Headphones
507,109,2025-10-04,213.73,Phone
508,109,2025-08-01,581.57,Charger
509,109,2025-02-25,195.09,Mouse
510,109,2025-11-16,205.1,Phone
511,109,2025-04-11,269.73,Speaker
512,110,2025-05-25,966.26,Mouse
513,110,2025-10-01,601.0,Webcam
514,110,2026-01-10,591.13,Mouse
515,110,2025-11-14,358.47,Speaker
516,110,2025-04-09,621.19,Monitor
517,110,2025-04-26,919.5,Phone
518,110,2025-11-20,675.39,Mouse
519,110,2025-07-05,126.68,Monitor
520,111,2025-06-27,191.21,Tablet
521,112,2025-08-22,394.58,Tablet
522,112,2025-02-10,579.06,Webcam
523,112,2026-01-17,193.9,Charger
524,112,2025-01-26,696.5,Tablet
525,112,2025-07-01,559.36,Speaker
526,112,2025-09-13,295.95,Tablet
527,112,2025-12-11,321.43,Speaker
528,112,2025-07-11,623.22,Mouse
529,114,2025-10-03,145.17,Webcam
530,114,2025-02-10,964.19,Charger
531,114,2025-05-27,656.54,Webcam
532,114,2026-01-02,687.85,Webcam
533,114,2025-04-29,713.04,Speaker
534,114,2025-04-20,493.81,Phone
535,114,2025-12-12,569.74,Headphones
536,115,2025-01-28,42.37,Headphones
537,115,2025-08-24,542.23,Tablet
538,115,2025-06-24,782.93,Speaker
539,115,2025-10-24,554.23,Phone
540,116,2025-03-07,123.06,Charger
541,116,2025-06-12,825.05,Mouse
542,116,2025-09-17,546.62,Laptop
543,116,2025-05-11,762.4,Speaker
544,116,2025-09-30,550.89,Webcam
545,116,2025-05-09,111.39,Headphones
546,116,2025-04-13,304.73,Laptop
547,116,2025-11-06,455.24,Mouse
548,116,2025-07-22,863.58,Phone
549,117,2025-06-16,866.64,Phone
550,117,2025-10-25,777.88,Headphones
551,117,2026-01-11,217.78,Mouse
552,117,2025-08-20,862.44,Webcam
553,117,2025-11-29,174.32,Tablet
554,117,2026-01-08,787.0,Headphones
555,117,2025-02-06,807.39,Mouse
556,118,2025-10-21,288.27,Charger
557,118,2025-08-21,176.69,Monitor
558,118,2025-10-28,296.44,Monitor
559,118,2025-02-12,952.87,Charger
560,118,2025-02-10,985.63,Phone
561,118,2025-06-18,144.23,Webcam
562,118,2025-03-18,919.58,Monitor
563,118,2025-03-30,868.38,Tablet
564,119,2026-01-11,257.18,Mouse
565,119,2025-10-28,830.2,Webcam
566,120,2026-01-15,150.75,Monitor
567,120,2025-11-19,631.53,Webcam
568,120,2025-01-28,457.47,Phone
569,120,2025-12-23,408.82,Monitor
570,120,2025-10-11,697.76,Mouse
571,120,2025-05-19,460.15,Speaker
572,120,2025-02-21,334.02,Laptop
573,121,2025-06-14,733.62,Speaker
574,122,2025-10-01,667.5,Mouse
575,122,2025-09-25,851.61,Charger
576,122,2025-11-08,403.74,Webcam
577,122,2025-06-06,826.6,Speaker
578,122,2025-07-10,275.85,Monitor
579,122,2025-11-24,344.38,Tablet
580,122,2025-03-25,570.48,Speaker
581,122,2025-05-11,790.42,Laptop
582,122,2025-03-23,55.48,Speaker
583,122,2025-06-24,26.12,Tablet
584,123,2025-04-20,461.95,Webcam
585,123,2025-02-20,210.3,Tablet
586,123,2025-04-23,883.33,Monitor
587,123,2025-04-01,167.39,Monitor
588,123,2025-05-26,102.41,Mouse
589,123,2025-09-11,257.89,Mouse
590,123,2025-02-16,667.86,Tablet
591,125,2025-07-02,629.35,Headphones
592,125,2025-02-21,434.94,Phone
593,125,2025-04-22,706.66,Laptop
594,125,2025-12-05,221.29,Phone
595,125,2025-02-09,141.37,Headphones
596,125,2025-08-09,524.25,Speaker
597,128,2025-09-24,818.94,Webcam
598,128,2025-02-21,697.09,Speaker
599,128,2025-01-18,80.12,Webcam
600,128,2026-01-13,98.44,Phone
601,128,2025-01-22,112.17,Mouse
602,129,2025-05-17,145.76,Tablet
603,129,2025-05-10,645.16,Tablet
604,129,2025-11-06,77.73,Laptop
605,129,2025-08-13,614.22,Tablet
606,130,2025-06-04,357.68,Headphones
607,130,2025-02-12,631.8,Tablet
608,130,2025-03-22,920.7,Speaker
609,130,2025-09-07,861.36,Phone
610,130,2025-07-19,897.63,Tablet
611,130,2025-08-01,754.92,Webcam
612,130,2026-01-10,358.02,Webcam
613,131,2025-02-22,793.17,Headphones
614,131,2025-09-25,284.2,Phone
615,131,2025-03-15,255.69,Monitor
616,131,2025-06-03,781.18,Laptop
617,131,2025-03-23,849.41,Monitor
618,132,2025-06-28,522.57,Charger
619,132,2025-11-23,196.76,Webcam
620,132,2025-10-27,302.59,Laptop
621,133,2025-07-22,499.94,Phone
622,133,2025-11-12,248.67,Phone
623,133,2025-06-29,533.0,Laptop
624,134,2025-09-02,934.59,Tablet
625,134,2025-12-26,392.97,Webcam
626,134,2025-12-09,371.76,Tablet
627,134,2025-11-04,765.1,Phone
628,134,2025-03-03,26.52,Phone
629,136,2025-12-25,223.59,Laptop
630,136,2025-12-26,949.19,Webcam
631,136,2025-02-26,511.54,Charger
632,136,2025-09-24,769.44,Webcam
633,137,2025-08-21,91.6,Charger
634,137,2025-03-20,542.28,Tablet
635,137,2025-02-23,284.69,Monitor
636,137,2025-03-29,88.23,Headphones
637,137,2025-03-15,974.57,Tablet
638,137,2025-08-30,541.03,Webcam
639,138,2025-05-21,637.95,Phone
640,138,2025-07-03,317.07,Webcam
641,138,2025-09-16,732.66,Headphones
642,138,2025-11-18,67.33,Phone
643,138,2025-10-31,925.38,Phone
644,138,2025-12-29,458.84,Laptop
645,138,2025-09-19,316.2,Tablet
646,138,2025-02-10,128.25,Tablet
647,138,2025-04-18,704.48,Tablet
648,139,2025-03-10,953.49,Charger
649,139,2026-01-04,522.05,Monitor
650,139,2025-07-16,175.29,Tablet
651,139,2025-11-04,752.28,Monitor
652,139,2025-02-02,735.61,Phone
653,139,2025-02-08,773.72,Laptop
654,139,2026-01-12,341.66,Webcam
655,140,2025-07-12,528.62,Monitor
656,140,2025-11-22,715.2,Phone
657,140,2025-09-16,501.19,Charger
658,140,2025-10-21,366.52,Speaker
659,141,2025-08-22,175.21,Tablet
660,141,2025-11-24,262.56,Phone
661,141,2025-02-20,895.33,Phone
662,141,2025-09-14,236.12,Charger
663,141,2025-12-17,12.54,Laptop
664,141,2025-08-12,252.11,Speaker
665,141,2025-10-02,370.34,Tablet
666,141,2025-07-27,187.17,Laptop
667,141,2025-10-22,557.34,Webcam
668,142,2025-09-10,328.58,Webcam
669,142,2025-05-01,916.7,Mouse
670,142,2025-03-08,278.55,Phone
671,143,2025-10-24,379.08,Charger
672,143,2025-05-05,676.59,Laptop
673,143,2025-09-04,187.55,Charger
674,143,2025-06-14,981.6,Webcam
675,143,2025-06-05,78.24,Speaker
676,143,2025-07-16,867.37,Monitor
677,143,2025-07-16,334.03,Charger
678,143,2025-05-15,462.18,Mouse
679,143,2025-07-14,208.66,Monitor
680,144,2025-06-09,250.16,Mouse
681,144,2025-07-19,595.77,Speaker
682,144,2025-11-01,997.81,Headphones
683,144,2025-05-03,735.14,Charger
684,144,2025-09-25,762.88,Headphones
685,144,2025-02-07,159.06,Webcam
686,144,2025-11-18,33.67,Charger
687,144,2025-03-27,352.96,Laptop
688,144,2025-02-19,951.48,Laptop
689,145,2025-12-10,382.51,Monitor
690,145,2025-10-18,112.91,Charger
691,145,2025-08-15,983.28,Webcam
692,145,2025-03-22,497.11,Laptop
693,145,2025-05-12,972.83,Tablet
694,145,2025-02-04,714.54,Phone
695,145,2025-01-28,53.46,Headphones
696,145,2026-01-06,898.31,Charger
697,145,2025-06-07,418.93,Mouse
698,145,2025-05-26,463.87,Phone
699,146,2025-08-02,104.62,Tablet
700,146,2025-11-15,640.84,Webcam
701,146,2025-09-25,84.08,Laptop
702,146,2025-06-25,440.63,Tablet
703,146,2025-07-23,244.4,Monitor
704,146,2025-11-24,852.4,Webcam
705,146,2025-07-23,703.72,Mouse
706,146,2025-09-24,324.88,Monitor
